No.,建屋,階,部屋名,部署,"分電盤
No.",分電盤名,"親分電盤
(あれば)","電力量計
あり/なし","ﾌﾞﾚｰｶ番号
(あれば)","電圧
200/100","相
3/1","ﾌﾞﾚｰｶ容量
A",負荷名,"ｹｰﾌﾞﾙ径
mm",備考,"電力量計
取付対象",線,型番,単価,必要CT数,小計,電力計,電力計単価,M5Stack,M5Stack単価
1035.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,東側壁面1,100,1.0,20,在庫室右奥側壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1036.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,東側壁面2,100,1.0,20,在庫室右側壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
1037.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,東側壁面3,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1038.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,東側壁面4,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1039.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,東側壁面5,100,1.0,20,不明,3.5,,,2.0,,,,,,,,
1040.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室3,RT,33,ﾚｰｽｳｪｲ分電盤,,なし,,100,1.0,20,OFF,なし,,,2.0,,,,,,,,
568.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,250,主幹,20,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
569.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,50,FANUC2号機,6,,,3.0,,,,,,,,
570.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,50,FANUC3号機,6,,,3.0,,,,,,,,
571.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,50,FANUC4号機,6,,,3.0,,,,,,,,
572.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,50,ﾀﾞｲﾔ研削盤,6,,,3.0,,,,,,,,
573.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,30,C-40万研-2,6,,,3.0,,,,,,,,
574.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,50,ﾚｰｻﾞｰﾗｲﾝ,6,,,3.0,,,,,,,,
575.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,10,C面機,6,,,3.0,,,,,,,,
576.0,3-3,2.0,CBN加工室,CBN,9~13,ﾜｲﾔｰ加工電源盤,,なし,,200,3.0,20,ﾀﾞｲﾔﾌｫｰﾏｰ,6,,,3.0,,,,,,,,
898.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室2,RT,,局所排気制御盤,M-1盤210,なし,,200,3.0,40,局所排気装置,3.5,,,3.0,,,,,,,,
541.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,125,主幹,12,,1.0,3.0,KM-NCT-225A,3900.0,2.0,7800.0,,,,
542.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,75,排気ﾌｧﾝ,6.5,,,3.0,,,,,,,,
543.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,40,集塵機,4,,,3.0,,,,,,,,
544.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,20,1系統ﾐｽﾄｺﾚｸﾀ,3.5,,,3.0,,,,,,,,
545.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,20,2系統ﾐｽﾄｺﾚｸﾀ,3.5,,,3.0,,,,,,,,
546.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,3系統ﾐｽﾄｺﾚｸﾀ,3.5,,,3.0,,,,,,,,
547.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,20,4系統ﾐｽﾄｺﾚｸﾀ,3.5,,,3.0,,,,,,,,
548.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,20,5系統ﾐｽﾄｺﾚｸﾀ,3.5,,,3.0,,,,,,,,
549.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,1.0,3,ｺﾝｾﾝﾄ1次,3,,,2.0,,,,,,,,
550.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,100,1.0,3,ｺﾝｾﾝﾄ電源,3,,,2.0,,,,,,,,
551.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,1.0,10,操作電源,3,,,2.0,,,,,,,,
552.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,A105,3,,,3.0,,,,,,,,
553.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,C-40万研-2,3,,,3.0,,,,,,,,
554.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,RS09,3,,,3.0,,,,,,,,
555.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,STA-003,3,,,3.0,,,,,,,,
556.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,FLEX,3,,,3.0,,,,,,,,
557.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,BR21,3,,,3.0,,,,,,,,
558.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,自動C面機#2/#3,3,,,3.0,,,,,,,,
559.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,AP460#3,3,,,3.0,,,,,,,,
560.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,なし,3,未使用,,3.0,,,,,,,,
561.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,なし,3,未使用,,3.0,,,,,,,,
562.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,ADG400,3,,,3.0,,,,,,,,
563.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤,局所排気設備制御盤電源盤,なし,,200,3.0,15,FS35SA,3,,,3.0,,,,,,,,
540.0,3-3,2.0,CBN加工室,CBN,9~13,局所排気設備制御盤電源盤,,なし,,200,3.0,125,局所排気設備制御盤行,12,,1.0,3.0,KM-NCT-225A,3900.0,2.0,7800.0,,,,
779.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,,局所排気装置動力盤,ML-2盤下部18,なし,,200,3.0,15,局所排気装置,3,,,3.0,,,,,,,,
186.0,3-3,1.0,ﾎﾙﾀﾞ特注加工室,ﾎﾙﾀﾞ,32,空調ｴｱﾊﾝ運転盤,M33-1K-1,あり,,200,3.0,15,NFB,3,,,3.0,,,,,,,,
187.0,3-3,1.0,ﾎﾙﾀﾞ特注加工室,ﾎﾙﾀﾞ,32,空調ｴｱﾊﾝ運転盤,M33-1K-1,あり,,200,1.0,3,CP,3,,,2.0,,,,,,,,
,,,ｿﾘｯﾄﾞ工具加工室1,RT,2,空調動力盤,,,,200,3.0,600,主幹？,25,,1.0,3.0,KM-NCT-600A,5200.0,2.0,10400.0,,,,
780.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,2,空調動力盤,環境試験室電源盤-③,なし,,200,3.0,50,未接続,なし,OFF,,3.0,,,,,,,,
781.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,2,空調動力盤,環境試験室電源盤-③,なし,,200,3.0,50,未接続,なし,OFF,,3.0,,,,,,,,
782.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,2,空調動力盤,環境試験室電源盤-③,なし,,200,3.0,50,未接続,なし,OFF,,3.0,,,,,,,,
783.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,2,空調動力盤,環境試験室電源盤-③,なし,,200,3.0,50,未接続,なし,OFF,,3.0,,,,,,,,
188.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,29,工具1F動力M-1(左),,あり,MCB1,200,3.0,1000,M33-1J-1(1)主幹,27,2本,,3.0,,,,,,,,
189.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,19,工具1F動力M-2(中),,あり,MCB2,200,3.0,1000,M33-1J-1(2)主幹,26,2本,,3.0,,,,,,,,
190.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,30,工具1F動力M-3(右),,あり,,200,3.0,250,なし,なし,OFF,,3.0,,,,,,,,
766.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,3.0,ﾌﾞﾚｰｶなし,主幹,22,2本,,3.0,,,,,,,,
767.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,3.0,60,MAC-1 2F事務所西側,9.4,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
768.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,3.0,75,MAC-2 2F事務所東側･CAD室,12.4,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
769.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,1.0,75,4F工具打合せ室空調室外機,4,,1.0,2.0,KM-NCT-100A,3220.0,1.0,3220.0,,,,
770.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,3.0,100,MAC-4,なし,OFF,,3.0,,,,,,,,
771.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,3.0,100,MAC-5,なし,OFF,,3.0,,,,,,,,
772.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,3.0,100,MAC-6 1F実装室,12.7,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
773.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,3.0,175,なし(2F加工室･処理室系統?),15,,1.0,3.0,KM-NCT-225A,3900.0,2.0,7800.0,,,,
774.0,3-3,4.0,機械室(施錠)→屋上,,36,工具EHP→工具空調機動力盤,,あり,,200,3.0,100,MAC-3 出荷仕分け室･検査QA室･QA事務所,12.7,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
825.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB-1M,200,3.0,75,主幹,9,,1.0,3.0,KM-NCT-100A,3220.0,2.0,6440.0,,,,
826.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB1,200,3.0,15,ｿﾘｯﾄﾞ工具加工室1排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
827.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB2,200,3.0,15,ｿﾘｯﾄﾞ工具加工室1給気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
828.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB3,200,1.0,15,ｿﾘｯﾄﾞ工具加工室2排気ﾌｧﾝ,3.5,,,2.0,,,,,,,,
829.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB4,200,3.0,15,ｿﾘｯﾄﾞ工具加工室2給気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
830.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB5,200,3.0,15,ｺﾝﾌﾟﾚｯｻｰ室排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
831.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB6,200,3.0,15,ｺﾝﾌﾟﾚｯｻｰ室給気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
832.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,,200,1.0,10,ｵｲﾙﾀﾝｸ警報盤,3.5,,,2.0,,,,,,,,
833.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB7,200,3.0,15,SAACKE1排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
834.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB8,200,3.0,15,SAACKE2排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
835.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB9,200,3.0,15,SAACKE7排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
836.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB10,200,3.0,15,SAACKE4排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
837.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB11,200,3.0,15,SAACKE5排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
838.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB12,200,3.0,15,ﾀﾝｸ倉庫ﾌｧﾝ,3.5,,,3.0,,,,,,,,
839.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,MCCB13,200,1.0,5,制御電源,3,,,2.0,,,,,,,,
840.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,,200,3.0,15,新工具事務所給気ﾌｧﾝ,3,,,3.0,,,,,,,,
841.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,,200,3.0,15,新工具事務所排気ﾌｧﾝ,3,,,3.0,,,,,,,,
842.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,,200,3.0,50,新工具事務所空調室外機,5.5,,,3.0,,,,,,,,
843.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,,200,3.0,4,湿式ﾌﾞﾗｽﾄ装置排気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
844.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,7,工具FAN制御盤,工具M-1盤 75A,なし,,200,3.0,4,湿式ﾌﾞﾗｽﾄ装置給気ﾌｧﾝ,3.5,,,3.0,,,,,,,,
853.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,1,100/200,1.0,100,主幹,16,単相3線式,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
854.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,1,200,1.0,20,ｿﾘｯﾄﾞ工具加工室1照明,3.5,,,2.0,,,,,,,,
855.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,2,200,1.0,20,ｿﾘｯﾄﾞ工具加工室2照明,3.5,,,2.0,,,,,,,,
856.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,3,200,1.0,20,未接続,3.5,,,2.0,,,,,,,,
857.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,4,200,1.0,20,工具濾過ﾀﾝｸ室照明,3.5,,,2.0,,,,,,,,
858.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,5,200,1.0,20,未接続,なし,,,2.0,,,,,,,,
859.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,6,200,1.0,20,南側外灯電源盤,3.5,,,2.0,,,,,,,,
860.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,7,100,1.0,20,加工室1机ｺﾝｾﾝﾄ1,3.5,,,2.0,,,,,,,,
861.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,8,100,1.0,20,加工室1机ｺﾝｾﾝﾄ2,3.5,,,2.0,,,,,,,,
862.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,9,100,1.0,20,加工室1ｺﾝｾﾝﾄ1,3.5,,,2.0,,,,,,,,
863.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,10,100,1.0,20,加工室1ｺﾝｾﾝﾄ2,3.5,,,2.0,,,,,,,,
864.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,11,100,1.0,20,加工室奥ﾄﾞﾚｽ機ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
865.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,12,100,1.0,20,加工室1ｺﾝﾌﾟﾚｯｻｰ横ｺﾝｾﾝﾄ3,3.5,,,2.0,,,,,,,,
866.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,13,100,1.0,20,加工室1ｺﾝｾﾝﾄ3,3.5,,,2.0,,,,,,,,
867.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,14,100,1.0,20,加工室奥東西壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
868.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,15,100,1.0,20,加工室2ｺﾝｾﾝﾄ4,3.5,,,2.0,,,,,,,,
869.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,16,100,1.0,20,加工室2ｺﾝｾﾝﾄ5,3.5,,,2.0,,,,,,,,
870.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,17,100,1.0,20,加工室手前東壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
871.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,18,100,1.0,20,ｿﾘｯﾄﾞ工具加工室2排気ﾌｧﾝ,3.5,,,2.0,,,,,,,,
872.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,19,100,1.0,20,ｺﾝｾﾝﾄ(ﾀﾝｸ室),3.5,,,2.0,,,,,,,,
873.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,6,工具L-1,1-1 D S/S 100A,なし,20,100,1.0,20,制御電源,3.5,,,2.0,,,,,,,,
939.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,1,100/200,1.0,150,主幹,13,単相3線式,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
940.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,1,200,1.0,20,事務所更衣室照明,3,,,2.0,,,,,,,,
941.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,1,200,1.0,20,事務所更衣室照明,3,,,2.0,,,,,,,,
942.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,2,200,1.0,20,ｺﾝﾌﾟﾚｯｻｰ室照明,3.5,,,2.0,,,,,,,,
943.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,3,100,1.0,20,ﾌｧｸﾄﾗｲﾝ西,3.5,,,2.0,,,,,,,,
944.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,4,100,1.0,20,非常灯,3.5,,,2.0,,,,,,,,
945.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,5,100,1.0,20,ｺﾝﾌﾟﾚｯｻｰ室更衣室壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
946.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,6,100,1.0,20,ﾌｧｸﾄﾗｲﾝ東,3.5,,,2.0,,,,,,,,
947.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,7,100,1.0,20,HUBｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
948.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,8,100,1.0,20,壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
949.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,9,200,1.0,20,空調室内機,3.5,,,2.0,,,,,,,,
950.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,10,100,1.0,20,予備,3.5,,,2.0,,,,,,,,
951.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,11,100,1.0,20,ﾘｰﾗｰｺﾝｾﾝﾄ西から3本目,3.5,,,2.0,,,,,,,,
952.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,12,100,1.0,20,ﾘｰﾗｰｺﾝｾﾝﾄ西から4本目,3.5,,,2.0,,,,,,,,
953.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,13,100,1.0,20,西側壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
954.0,1-1,1.0,ｿﾘｯﾄﾞ工具事務所,RT,,工具L-2,1-1D変電所電灯盤150A,なし,14,100,1.0,20,西側壁ｺﾝｾﾝﾄ,3.5,,,2.0,,,,,,,,
791.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,20,200,3.0,400,主幹,25,,1.0,3.0,KM-NCT-400A,5200.0,2.0,10400.0,,,,
792.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,201,200,3.0,100,空き,なし,,,3.0,,,,,,,,
793.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,202,200,3.0,100,P4,11.5,,,3.0,,,,,,,,
794.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,203,200,3.0,75,TM25,10,,,3.0,,,,,,,,
795.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,204,200,3.0,75,工具FAN制御盤,10,,,3.0,,,,,,,,
796.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,205,200,3.0,50,SAACKEｸｰﾗﾝﾄﾎﾟﾝﾌﾟ,9,,,3.0,,,,,,,,
797.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,206,200,3.0,50,2000X 3号機,9,,,3.0,,,,,,,,
798.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,207,200,3.0,50,空き,なし,,,3.0,,,,,,,,
799.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,208,200,3.0,50,2000X 1号機,9,,,3.0,,,,,,,,
800.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,209,200,3.0,50,砥石成型機,9,,,3.0,,,,,,,,
801.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,210,200,3.0,30,排気ﾌｧﾝALF,3.5,ｿﾘｯﾄﾞ工具加工室2ML-2盤横局所排気装置,,3.0,,,,,,,,
802.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,211,200,3.0,30,焼き嵌め装置,4.5,,,3.0,,,,,,,,
803.0,1-1,1.0,ｿﾘｯﾄﾞ工具加工室1,RT,8,工具M-1,1-1工場S/S工具動力配電盤400A 工具M-1盤電源1,なし,212,200,3.0,30,切断機･TPM,5,,,3.0,,,,,,,,
